dataset,source_label,group,group_normalized,gene,n_cells,pct_expressing,mean_expression,score,rank_within_dataset_label_gene
Tabula Sapiens,cell_type,male germ cell,male germ cell,ADORA2A,116,0.0,0.0,0.0,91
Tabula Sapiens,cell_type,spermatogonium,spermatogonium,ADORA2A,64,0.0,0.0,0.0,92
Tabula Sapiens,cell_type,epithelial cell,epithelial cell,ADORA2A,1675,0.0,0.0,0.0,93
Tabula Sapiens,cell_type,melanocyte,melanocyte,ADORA2A,234,0.0,0.0,0.0,94
Tabula Sapiens,cell_type,glandular secretory epithelial cell,glandular secretory epithelial cell,ADORA2A,235,0.0,0.0,0.0,95
Tabula Sapiens,cell_type,club cell,club cell,ADORA2A,1747,0.0,0.0,0.0,96
Tabula Sapiens,cell_type,type B pancreatic cell,type b pancreatic cell,ADORA2A,102,0.0,0.0,0.0,97
Tabula Sapiens,cell_type,myoepithelial cell,myoepithelial cell,ADORA2A,486,0.0,0.0,0.0,98
Tabula Sapiens,cell_type,muscle cell,muscle cell,ADORA2A,406,0.0,0.0,0.0,99
Tabula Sapiens,cell_type,slow muscle cell,slow muscle cell,ADORA2A,174,0.0,0.0,0.0,100
Tabula Sapiens,cell_type,fast muscle cell,fast muscle cell,ADORA2A,495,0.0,0.0,0.0,101
Tabula Sapiens,cell_type,eye photoreceptor cell,eye photoreceptor cell,ADORA2A,1536,0.0,0.0,0.0,102
Tabula Sapiens,cell_type,mucus secreting cell,mucus secreting cell,ADORA2A,270,0.0,0.0,0.0,103
Tabula Sapiens,cell_type,tendon cell,tendon cell,ADORA2A,420,0.0,0.0,0.0,104
Tabula Sapiens,cell_type,theca cell,theca cell,ADORA2A,1038,0.0,0.0,0.0,105
Tabula Sapiens,cell_type,neuron,neuron,ADORA2A,82,0.0,0.0,0.0,106
Tabula Sapiens,cell_type,corneal epithelial cell,corneal epithelial cell,ADORA2A,4187,0.0,0.0,0.0,107
Tabula Sapiens,cell_type,hepatic stellate cell,hepatic stellate cell,ADORA2A,223,0.0,0.0,0.0,108
Tabula Sapiens,cell_type,Mueller cell,mueller cell,ADORA2A,506,0.0,0.0,0.0,109
Tabula Sapiens,cell_type,myeloid leukocyte,myeloid leukocyte,ADORA2A,1002,0.0,0.0,0.0,110
Tabula Sapiens,cell_type,basophil,basophil,ADORA2A,1669,0.0,0.0,0.0,111
Tabula Sapiens,cell_type,plasmacytoid dendritic cell,plasmacytoid dendritic cell,ADORA2A,99,0.0,0.0,0.0,112
Tabula Sapiens,cell_type,gamma-delta T cell,gamma-delta t cell,ADORA2A,1977,0.0,0.0,0.0,113
Tabula Sapiens,cell_type,tissue-resident macrophage,tissue-resident macrophage,ADORA2A,1355,0.0,0.0,0.0,114
Tabula Sapiens,cell_type,"activated CD4-positive, alpha-beta T cell","activated cd4-positive, alpha-beta t cell",ADORA2A,572,0.0,0.0,0.0,115
Tabula Sapiens,cell_type,"activated CD8-positive, alpha-beta T cell","activated cd8-positive, alpha-beta t cell",ADORA2A,1147,0.0,0.0,0.0,116
Tabula Sapiens,cell_type,hematopoietic cell,hematopoietic cell,ADORA2A,100,0.0,0.0,0.0,117
Tabula Sapiens,cell_type,pulmonary alveolar type 1 cell,pulmonary alveolar type 1 cell,ADORA2A,3116,0.0,0.0,0.0,118
Tabula Sapiens,cell_type,pancreatic acinar cell,pancreatic acinar cell,ADORA2A,5482,0.0,0.0,0.0,119
Tabula Sapiens,cell_type,pancreatic ductal cell,pancreatic ductal cell,ADORA2A,2721,0.0,0.0,0.0,120
Tabula Sapiens,cell_type,interstitial cell of Cajal,interstitial cell of cajal,ADORA2A,71,0.0,0.0,0.0,121
Tabula Sapiens,cell_type,regular atrial cardiac myocyte,regular atrial cardiac myocyte,ADORA2A,5816,0.0,0.0,0.0,122
Tabula Sapiens,cell_type,multiciliated columnar cell of tracheobronchial tree,multiciliated columnar cell of tracheobronchial tree,ADORA2A,713,0.0,0.0,0.0,123
Tabula Sapiens,cell_type,epithelial cell of uterus,epithelial cell of uterus,ADORA2A,1417,0.0,0.0,0.0,124
Tabula Sapiens,cell_type,supporting cell of vestibular epithelium,supporting cell of vestibular epithelium,ADORA2A,270,0.0,0.0,0.0,125
Tabula Sapiens,cell_type,connective tissue cell,connective tissue cell,ADORA2A,152,0.0,0.0,0.0,126
Tabula Sapiens,cell_type,myometrial cell,myometrial cell,ADORA2A,917,0.0,0.0,0.0,127
Tabula Sapiens,cell_type,peritubular myoid cell,peritubular myoid cell,ADORA2A,67,0.0,0.0,0.0,128
Tabula Sapiens,cell_type,intrahepatic cholangiocyte,intrahepatic cholangiocyte,ADORA2A,665,0.0,0.0,0.0,129
Tabula Sapiens,cell_type,fibroblast of cardiac tissue,fibroblast of cardiac tissue,ADORA2A,1947,0.0,0.0,0.0,130
Tabula Sapiens,cell_type,mesenchymal stem cell of adipose tissue,mesenchymal stem cell of adipose tissue,ADORA2A,3777,0.0,0.0,0.0,131
Tabula Sapiens,cell_type,Schwann cell,schwann cell,ADORA2A,318,0.0,0.0,0.0,132
Tabula Sapiens,cell_type,retinal pigment epithelial cell,retinal pigment epithelial cell,ADORA2A,67,0.0,0.0,0.0,133
Tabula Sapiens,cell_type,bronchial smooth muscle cell,bronchial smooth muscle cell,ADORA2A,220,0.0,0.0,0.0,134
Tabula Sapiens,cell_type,tongue muscle cell,tongue muscle cell,ADORA2A,202,0.0,0.0,0.0,135
Tabula Sapiens,cell_type,ionocyte,ionocyte,ADORA2A,160,0.0,0.0,0.0,136
Tabula Sapiens,cell_type,mural cell,mural cell,ADORA2A,618,0.0,0.0,0.0,137
Tabula Sapiens,cell_type,enteroendocrine cell of small intestine,enteroendocrine cell of small intestine,ADORA2A,264,0.0,0.0,0.0,138
Tabula Sapiens,cell_type,paneth cell of colon,paneth cell of colon,ADORA2A,217,0.0,0.0,0.0,139
Tabula Sapiens,cell_type,transit amplifying cell of colon,transit amplifying cell of colon,ADORA2A,237,0.0,0.0,0.0,140
Tabula Sapiens,cell_type,intestinal crypt stem cell of small intestine,intestinal crypt stem cell of small intestine,ADORA2A,587,0.0,0.0,0.0,141
Tabula Sapiens,cell_type,colon macrophage,colon macrophage,ADORA2A,328,0.0,0.0,0.0,142
Tabula Sapiens,cell_type,intestinal crypt stem cell of colon,intestinal crypt stem cell of colon,ADORA2A,1732,0.0,0.0,0.0,143
Tabula Sapiens,cell_type,myo-medullary thymic epithelial cell,myo-medullary thymic epithelial cell,ADORA2A,77,0.0,0.0,0.0,144
Tabula Sapiens,cell_type,neuro-medullary thymic epithelial cell,neuro-medullary thymic epithelial cell,ADORA2A,135,0.0,0.0,0.0,145
Tabula Sapiens,cell_type,progenitor cell of mammary luminal epithelium,progenitor cell of mammary luminal epithelium,ADORA2A,1694,0.0,0.0,0.0,146
Tabula Sapiens,cell_type,lung multiciliated epithelial cell,lung multiciliated epithelial cell,ADORA2A,1209,0.0,0.0,0.0,147
Tabula Sapiens,cell_type,large intestine goblet cell,large intestine goblet cell,ADORA2A,1557,0.0,0.0,0.0,148
Tabula Sapiens,cell_type,serous cell of epithelium of trachea,serous cell of epithelium of trachea,ADORA2A,326,0.0,0.0,0.0,149
Tabula Sapiens,cell_type,enterocyte of epithelium proper of jejunum,enterocyte of epithelium proper of jejunum,ADORA2A,405,0.0,0.0,0.0,150
Tabula Sapiens,cell_type,paneth cell of epithelium of small intestine,paneth cell of epithelium of small intestine,ADORA2A,1853,0.0,0.0,0.0,151
Tabula Sapiens,cell_type,endothelial cell of arteriole,endothelial cell of arteriole,ADORA2A,132,0.0,0.0,0.0,152
Tabula Sapiens,cell_type,endothelial cell of venule,endothelial cell of venule,ADORA2A,52,0.0,0.0,0.0,153
Tabula Sapiens,cell_type,ovarian surface epithelial cell,ovarian surface epithelial cell,ADORA2A,241,0.0,0.0,0.0,154
Tabula Sapiens,cell_type,alveolar adventitial fibroblast,alveolar adventitial fibroblast,ADORA2A,1113,0.0,0.0,0.0,155
Tabula Sapiens,cell_type,enteroglial cell,enteroglial cell,ADORA2A,990,0.0,0.0,0.0,156
Tabula Sapiens,cell_type,basal cell,basal cell,ADORA2B,33526,31.86780409234624,0.2187090516090393,6.303201298728494,1
Tabula Sapiens,cell_type,retinal pigment epithelial cell,retinal pigment epithelial cell,ADORA2B,67,25.37313432835821,0.24387647211551666,5.537247369474895,2
Tabula Sapiens,cell_type,bladder urothelial cell,bladder urothelial cell,ADORA2B,27241,31.063470504019676,0.15450681746006012,4.46298991624155,3
Tabula Sapiens,cell_type,paneth cell of colon,paneth cell of colon,ADORA2B,217,23.502304147465438,0.2030969113111496,4.345552341345039,4
Tabula Sapiens,cell_type,sebocyte,sebocyte,ADORA2B,135,25.185185185185183,0.1814078986644745,4.198543184052581,5
Tabula Sapiens,cell_type,serous cell of epithelium of trachea,serous cell of epithelium of trachea,ADORA2B,326,22.699386503067483,0.15801577270030975,3.330181588221913,6
Tabula Sapiens,cell_type,respiratory tract goblet cell,respiratory tract goblet cell,ADORA2B,1040,25.576923076923073,0.1317732036113739,3.166055013275145,7
Tabula Sapiens,cell_type,common myeloid progenitor,common myeloid progenitor,ADORA2B,456,31.140350877192986,0.09755972027778625,2.89883282088162,8
Tabula Sapiens,cell_type,erythroid progenitor cell,erythroid progenitor cell,ADORA2B,971,26.364572605561275,0.10022466629743576,2.518196361051669,9
Tabula Sapiens,cell_type,conjunctival epithelial cell,conjunctival epithelial cell,ADORA2B,11087,18.868945611977992,0.11738232523202896,2.0942405015298946,10
Tabula Sapiens,cell_type,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,ADORA2B,11594,22.85664999137485,0.08161456137895584,1.793215938655401,11
Tabula Sapiens,cell_type,intestinal crypt stem cell of colon,intestinal crypt stem cell of colon,ADORA2B,1732,18.30254041570439,0.08927921205759048,1.5651637828678828,12
Tabula Sapiens,cell_type,lung multiciliated epithelial cell,lung multiciliated epithelial cell,ADORA2B,1209,17.3697270471464,0.08881154656410217,1.4779340944521562,13
Tabula Sapiens,cell_type,luminal epithelial cell of mammary gland,luminal epithelial cell of mammary gland,ADORA2B,15432,14.981855883877657,0.09106285870075226,1.3057035111538517,14
Tabula Sapiens,cell_type,neuro-medullary thymic epithelial cell,neuro-medullary thymic epithelial cell,ADORA2B,135,11.11111111111111,0.10818074643611908,1.1413300397058959,15
Tabula Sapiens,cell_type,mucus secreting cell,mucus secreting cell,ADORA2B,270,14.444444444444443,0.08178643882274628,1.1355324445679091,16
Tabula Sapiens,cell_type,transit amplifying cell of colon,transit amplifying cell of colon,ADORA2B,237,13.924050632911392,0.08458901941776276,1.130648663516336,17
Tabula Sapiens,cell_type,stratified squamous epithelial cell,stratified squamous epithelial cell,ADORA2B,12323,14.249776840055182,0.06463028490543365,0.8924291611138094,18
Tabula Sapiens,cell_type,multiciliated columnar cell of tracheobronchial tree,multiciliated columnar cell of tracheobronchial tree,ADORA2B,713,13.744740532959327,0.0571296289563179,0.763621194509815,19
Tabula Sapiens,cell_type,platelet,platelet,ADORA2B,494,8.097165991902834,0.09500479698181152,0.7348886159042572,20
Tabula Sapiens,cell_type,progenitor cell of mammary luminal epithelium,progenitor cell of mammary luminal epithelium,ADORA2B,1694,9.149940968122786,0.07592708617448807,0.6696173452243761,21
Tabula Sapiens,cell_type,enterocyte of epithelium of large intestine,enterocyte of epithelium of large intestine,ADORA2B,4567,9.349682504926648,0.07137637585401535,0.6446059544977635,22
Tabula Sapiens,cell_type,monocyte,monocyte,ADORA2B,25753,9.039723527356037,0.06328675895929337,0.5547210687353534,23
Tabula Sapiens,cell_type,hematopoietic stem cell,hematopoietic stem cell,ADORA2B,858,9.44055944055944,0.053848035633563995,0.4951409256060108,24
Tabula Sapiens,cell_type,intermediate monocyte,intermediate monocyte,ADORA2B,5478,8.342460752099306,0.05609973892569542,0.45535345322830567,25
Tabula Sapiens,cell_type,club cell,club cell,ADORA2B,1747,8.700629650829994,0.05001453682780266,0.4246256049266495,26
Tabula Sapiens,cell_type,classical monocyte,classical monocyte,ADORA2B,18200,8.307692307692308,0.051736656576395035,0.41906290040581284,27
Tabula Sapiens,cell_type,macrophage,macrophage,ADORA2B,69072,7.726719944405837,0.04306129366159439,0.3257580568692083,28
Tabula Sapiens,cell_type,myeloid cell,myeloid cell,ADORA2B,81,4.938271604938271,0.06764324754476547,0.3232278857061251,29
Tabula Sapiens,cell_type,myeloid leukocyte,myeloid leukocyte,ADORA2B,1002,5.888223552894212,0.052413150668144226,0.30080441051854206,30
Tabula Sapiens,cell_type,Mueller cell,mueller cell,ADORA2B,506,6.719367588932807,0.044580865651369095,0.2930700517034015,31
Tabula Sapiens,cell_type,mononuclear phagocyte,mononuclear phagocyte,ADORA2B,5336,6.634182908545727,0.04346858337521553,0.28228673911303237,32
Tabula Sapiens,cell_type,tracheal goblet cell,tracheal goblet cell,ADORA2B,232,5.172413793103448,0.054224979132413864,0.27313386221734487,33
Tabula Sapiens,cell_type,myeloid dendritic cell,myeloid dendritic cell,ADORA2B,571,6.47985989492119,0.04145330190658569,0.2631933983696125,34
Tabula Sapiens,cell_type,mast cell,mast cell,ADORA2B,6222,4.741240758598521,0.05121320113539696,0.23680092275776113,35
Tabula Sapiens,cell_type,microglial cell,microglial cell,ADORA2B,410,5.609756097560976,0.03646457940340042,0.2009161019183119,36
Tabula Sapiens,cell_type,intestinal tuft cell,intestinal tuft cell,ADORA2B,448,4.6875,0.0414157472550869,0.19022382594495343,37
Tabula Sapiens,cell_type,colon macrophage,colon macrophage,ADORA2B,328,5.487804878048781,0.03376394510269165,0.182230557179282,38
Tabula Sapiens,cell_type,salivary gland cell,salivary gland cell,ADORA2B,850,6.8235294117647065,0.02625874988734722,0.17686525340066125,39
Tabula Sapiens,cell_type,pancreatic ductal cell,pancreatic ductal cell,ADORA2B,2721,6.688717383314957,0.02673386037349701,0.17646678925565196,40
Tabula Sapiens,cell_type,BEST4+ enterocyte,best4+ enterocyte,ADORA2B,1970,4.568527918781726,0.03590299189090729,0.16114797996907076,41
Tabula Sapiens,cell_type,male germ cell,male germ cell,ADORA2B,116,4.310344827586207,0.03803800046443939,0.16091548872511938,42
Tabula Sapiens,cell_type,hematopoietic precursor cell,hematopoietic precursor cell,ADORA2B,2140,5.934579439252336,0.023957593366503716,0.1405018390202676,43
Tabula Sapiens,cell_type,pericyte,pericyte,ADORA2B,10888,4.077883908890521,0.03398091346025467,0.1362678613069037,44
Tabula Sapiens,cell_type,large intestine goblet cell,large intestine goblet cell,ADORA2B,1557,3.917790622992935,0.03435666859149933,0.13234162429908988,45
Tabula Sapiens,cell_type,basophil,basophil,ADORA2B,1669,3.834631515877771,0.03265233337879181,0.12320890919776863,46
Tabula Sapiens,cell_type,basal cell of prostate epithelium,basal cell of prostate epithelium,ADORA2B,3495,4.86409155937053,0.022954778745770454,0.1103919269037079,47
Tabula Sapiens,cell_type,regular atrial cardiac myocyte,regular atrial cardiac myocyte,ADORA2B,5816,4.814305364511692,0.01800875924527645,0.08592823741810832,48
Tabula Sapiens,cell_type,ventricular cardiac muscle cell,ventricular cardiac muscle cell,ADORA2B,2599,4.501731435167372,0.018260132521390915,0.08146071390693517,49
Tabula Sapiens,cell_type,tuft cell of colon,tuft cell of colon,ADORA2B,178,2.8089887640449436,0.0283106230199337,0.0784193366905634,50
Tabula Sapiens,cell_type,non-classical monocyte,non-classical monocyte,ADORA2B,1284,3.4267912772585665,0.021737007424235344,0.07369015612636841,51
Tabula Sapiens,cell_type,stromal cell,stromal cell,ADORA2B,3458,3.4412955465587043,0.02010144479572773,0.06848893250180435,52
Tabula Sapiens,cell_type,corneal epithelial cell,corneal epithelial cell,ADORA2B,4187,4.060186290900406,0.01582736149430275,0.06375879001592005,53
Tabula Sapiens,cell_type,epithelial cell of uterus,epithelial cell of uterus,ADORA2B,1417,3.387438249823571,0.01742544211447239,0.05851921553701286,54
Tabula Sapiens,cell_type,intestinal crypt stem cell of small intestine,intestinal crypt stem cell of small intestine,ADORA2B,587,3.0664395229982966,0.017751572653651237,0.053956620998582845,55
Tabula Sapiens,cell_type,keratocyte,keratocyte,ADORA2B,1001,2.897102897102897,0.01823600009083748,0.052355627911231516,56
Tabula Sapiens,cell_type,spermatocyte,spermatocyte,ADORA2B,3070,3.1921824104234524,0.015692729502916336,0.04970506314838936,57
Tabula Sapiens,cell_type,ciliated epithelial cell,ciliated epithelial cell,ADORA2B,320,4.375,0.010890445671975613,0.04738812673197769,58
Tabula Sapiens,cell_type,tissue-resident macrophage,tissue-resident macrophage,ADORA2B,1355,2.2878228782287824,0.017381832003593445,0.03942489852307799,59
Tabula Sapiens,cell_type,enteroendocrine cell of small intestine,enteroendocrine cell of small intestine,ADORA2B,264,2.6515151515151514,0.01316039077937603,0.03466735467235082,60
Tabula Sapiens,cell_type,duct epithelial cell,duct epithelial cell,ADORA2B,3889,3.059912573926459,0.009364333935081959,0.028520711866204033,61
Tabula Sapiens,cell_type,myofibroblast cell,myofibroblast cell,ADORA2B,4436,2.096483318304779,0.01347703579813242,0.028065681593535615,62
Tabula Sapiens,cell_type,fibroblast of breast,fibroblast of breast,ADORA2B,5270,1.7647058823529411,0.01463174819946289,0.025633653541239917,63
Tabula Sapiens,cell_type,skeletal muscle satellite stem cell,skeletal muscle satellite stem cell,ADORA2B,6170,1.880064829821718,0.012168556451797485,0.022739599863088537,64
Tabula Sapiens,cell_type,intrahepatic cholangiocyte,intrahepatic cholangiocyte,ADORA2B,665,1.6541353383458646,0.013714399188756943,0.022531321323892742,65
Tabula Sapiens,cell_type,fibroblast of cardiac tissue,fibroblast of cardiac tissue,ADORA2B,1947,1.848998459167951,0.011299443431198597,0.020775497521087437,66
Tabula Sapiens,cell_type,myoepithelial cell,myoepithelial cell,ADORA2B,486,1.646090534979424,0.012362135574221611,0.020224441698413247,67
Tabula Sapiens,cell_type,spermatogonium,spermatogonium,ADORA2B,64,1.5625,0.01280131097882986,0.019875104402053086,68
Tabula Sapiens,cell_type,luminal cell of prostate epithelium,luminal cell of prostate epithelium,ADORA2B,10652,1.9714607585429966,0.010069498792290688,0.019752339710515734,69
Tabula Sapiens,cell_type,leukocyte,leukocyte,ADORA2B,201,3.482587064676617,0.005613298155367374,0.01949413738710275,70
Tabula Sapiens,cell_type,smooth muscle cell,smooth muscle cell,ADORA2B,18425,1.666214382632293,0.011608622036874294,0.01923104475582553,71
Tabula Sapiens,cell_type,ovarian surface epithelial cell,ovarian surface epithelial cell,ADORA2B,241,2.0746887966804977,0.008549850434064865,0.017662878562668766,72
Tabula Sapiens,cell_type,myometrial cell,myometrial cell,ADORA2B,917,1.6357688113413305,0.010292479768395424,0.016750064658025244,73
Tabula Sapiens,cell_type,glandular secretory epithelial cell,glandular secretory epithelial cell,ADORA2B,235,2.127659574468085,0.007788234390318394,0.016506516272355307,74
